label,n_true,phi_true,seed,ok,wall_s,csv
rich0140_n0738_phi231,0.738,23.06,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0140_n0738_phi231_seed1.csv
rich0141_n0739_phi135,0.739,13.51,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0141_n0739_phi135_seed0.csv
rich0141_n0739_phi135,0.739,13.51,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0141_n0739_phi135_seed1.csv
rich0142_n0740_phi195,0.740,19.53,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0142_n0740_phi195_seed0.csv
rich0142_n0740_phi195,0.740,19.53,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0142_n0740_phi195_seed1.csv
rich0143_n0742_phi230,0.742,22.99,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0143_n0742_phi230_seed0.csv
rich0143_n0742_phi230,0.742,22.99,1,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0143_n0742_phi230_seed1.csv
rich0144_n0742_phi128,0.742,12.82,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0144_n0742_phi128_seed0.csv
rich0144_n0742_phi128,0.742,12.82,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0144_n0742_phi128_seed1.csv
rich0145_n0744_phi272,0.744,27.16,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0145_n0744_phi272_seed0.csv
rich0145_n0744_phi272,0.744,27.16,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0145_n0744_phi272_seed1.csv
rich0146_n0745_phi170,0.745,16.99,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0146_n0745_phi170_seed0.csv
rich0146_n0745_phi170,0.745,16.99,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0146_n0745_phi170_seed1.csv
rich0147_n0747_phi142,0.747,14.15,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0147_n0747_phi142_seed0.csv
rich0147_n0747_phi142,0.747,14.15,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0147_n0747_phi142_seed1.csv
rich0148_n0748_phi193,0.748,19.33,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0148_n0748_phi193_seed0.csv
rich0148_n0748_phi193,0.748,19.33,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0148_n0748_phi193_seed1.csv
rich0149_n0749_phi269,0.749,26.92,0,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0149_n0749_phi269_seed0.csv
rich0149_n0749_phi269,0.749,26.92,1,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0149_n0749_phi269_seed1.csv
rich0150_n0750_phi269,0.750,26.94,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0150_n0750_phi269_seed0.csv
rich0150_n0750_phi269,0.750,26.94,1,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0150_n0750_phi269_seed1.csv
rich0151_n0752_phi256,0.752,25.64,0,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0151_n0752_phi256_seed0.csv
rich0151_n0752_phi256,0.752,25.64,1,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0151_n0752_phi256_seed1.csv
rich0152_n0754_phi156,0.754,15.58,0,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0152_n0754_phi156_seed0.csv
rich0152_n0754_phi156,0.754,15.58,1,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0152_n0754_phi156_seed1.csv
rich0153_n0754_phi265,0.754,26.49,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0153_n0754_phi265_seed0.csv
rich0153_n0754_phi265,0.754,26.49,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0153_n0754_phi265_seed1.csv
rich0154_n0756_phi258,0.756,25.77,0,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0154_n0756_phi258_seed0.csv
rich0154_n0756_phi258,0.756,25.77,1,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0154_n0756_phi258_seed1.csv
rich0155_n0757_phi175,0.757,17.49,0,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0155_n0757_phi175_seed0.csv
rich0155_n0757_phi175,0.757,17.49,1,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0155_n0757_phi175_seed1.csv
rich0156_n0759_phi171,0.759,17.10,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0156_n0759_phi171_seed0.csv
rich0158_n0761_phi217,0.761,21.69,0,0,17.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0158_n0761_phi217_seed0.csv
rich0156_n0759_phi171,0.759,17.10,1,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0156_n0759_phi171_seed1.csv
rich0157_n0760_phi232,0.760,23.23,0,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0157_n0760_phi232_seed0.csv
rich0157_n0760_phi232,0.760,23.23,1,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0157_n0760_phi232_seed1.csv
rich0158_n0761_phi217,0.761,21.69,1,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0158_n0761_phi217_seed1.csv
rich0159_n0763_phi139,0.763,13.88,0,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0159_n0763_phi139_seed0.csv
rich0159_n0763_phi139,0.763,13.88,1,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0159_n0763_phi139_seed1.csv
rich0160_n0764_phi218,0.764,21.79,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0160_n0764_phi218_seed0.csv
rich0160_n0764_phi218,0.764,21.79,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0160_n0764_phi218_seed1.csv
rich0161_n0766_phi261,0.766,26.06,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0161_n0766_phi261_seed0.csv
rich0161_n0766_phi261,0.766,26.06,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0161_n0766_phi261_seed1.csv
rich0162_n0766_phi257,0.766,25.67,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0162_n0766_phi257_seed0.csv
rich0162_n0766_phi257,0.766,25.67,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0162_n0766_phi257_seed1.csv
rich0163_n0768_phi175,0.768,17.50,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0163_n0768_phi175_seed0.csv
rich0163_n0768_phi175,0.768,17.50,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0163_n0768_phi175_seed1.csv
rich0164_n0769_phi148,0.769,14.83,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0164_n0769_phi148_seed0.csv
rich0164_n0769_phi148,0.769,14.83,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0164_n0769_phi148_seed1.csv
rich0165_n0770_phi145,0.770,14.53,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0165_n0770_phi145_seed0.csv
rich0165_n0770_phi145,0.770,14.53,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0165_n0770_phi145_seed1.csv
rich0166_n0772_phi279,0.772,27.87,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0166_n0772_phi279_seed0.csv
rich0166_n0772_phi279,0.772,27.87,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0166_n0772_phi279_seed1.csv
rich0167_n0773_phi191,0.773,19.12,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0167_n0773_phi191_seed0.csv
rich0167_n0773_phi191,0.773,19.12,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0167_n0773_phi191_seed1.csv
rich0168_n0774_phi201,0.774,20.06,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0168_n0774_phi201_seed0.csv
rich0168_n0774_phi201,0.774,20.06,1,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0168_n0774_phi201_seed1.csv
rich0169_n0775_phi208,0.775,20.82,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0169_n0775_phi208_seed0.csv
rich0169_n0775_phi208,0.775,20.82,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0169_n0775_phi208_seed1.csv
rich0170_n0778_phi131,0.778,13.09,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0170_n0778_phi131_seed0.csv
rich0170_n0778_phi131,0.778,13.09,1,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0170_n0778_phi131_seed1.csv
rich0171_n0779_phi270,0.779,26.99,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0171_n0779_phi270_seed0.csv
rich0171_n0779_phi270,0.779,26.99,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0171_n0779_phi270_seed1.csv
rich0172_n0781_phi157,0.781,15.67,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0172_n0781_phi157_seed0.csv
rich0172_n0781_phi157,0.781,15.67,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0172_n0781_phi157_seed1.csv
rich0173_n0781_phi195,0.781,19.50,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0173_n0781_phi195_seed0.csv
rich0173_n0781_phi195,0.781,19.50,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0173_n0781_phi195_seed1.csv
rich0174_n0783_phi120,0.783,12.04,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0174_n0783_phi120_seed0.csv
rich0174_n0783_phi120,0.783,12.04,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0174_n0783_phi120_seed1.csv
rich0175_n0784_phi206,0.784,20.64,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0175_n0784_phi206_seed0.csv
rich0175_n0784_phi206,0.784,20.64,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0175_n0784_phi206_seed1.csv
rich0176_n0786_phi168,0.786,16.83,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0176_n0786_phi168_seed0.csv
rich0176_n0786_phi168,0.786,16.83,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0176_n0786_phi168_seed1.csv
rich0177_n0786_phi266,0.786,26.58,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0177_n0786_phi266_seed0.csv
rich0177_n0786_phi266,0.786,26.58,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0177_n0786_phi266_seed1.csv
rich0178_n0788_phi131,0.788,13.15,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0178_n0788_phi131_seed0.csv
rich0178_n0788_phi131,0.788,13.15,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0178_n0788_phi131_seed1.csv
rich0179_n0789_phi190,0.789,18.96,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0179_n0789_phi190_seed0.csv
rich0179_n0789_phi190,0.789,18.96,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0179_n0789_phi190_seed1.csv
rich0180_n0790_phi160,0.790,16.01,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0180_n0790_phi160_seed0.csv
rich0180_n0790_phi160,0.790,16.01,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0180_n0790_phi160_seed1.csv
rich0181_n0792_phi130,0.792,13.00,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0181_n0792_phi130_seed0.csv
rich0181_n0792_phi130,0.792,13.00,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0181_n0792_phi130_seed1.csv
rich0182_n0793_phi248,0.793,24.83,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0182_n0793_phi248_seed0.csv
rich0182_n0793_phi248,0.793,24.83,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0182_n0793_phi248_seed1.csv
rich0183_n0795_phi183,0.795,18.28,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0183_n0795_phi183_seed0.csv
rich0183_n0795_phi183,0.795,18.28,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0183_n0795_phi183_seed1.csv
rich0184_n0796_phi178,0.796,17.79,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0184_n0796_phi178_seed0.csv
rich0184_n0796_phi178,0.796,17.79,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0184_n0796_phi178_seed1.csv
rich0185_n0798_phi197,0.798,19.68,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0185_n0798_phi197_seed0.csv
rich0185_n0798_phi197,0.798,19.68,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0185_n0798_phi197_seed1.csv
rich0186_n0799_phi227,0.799,22.74,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0186_n0799_phi227_seed0.csv
rich0186_n0799_phi227,0.799,22.74,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0186_n0799_phi227_seed1.csv
rich0187_n0800_phi136,0.800,13.64,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0187_n0800_phi136_seed0.csv
rich0187_n0800_phi136,0.800,13.64,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0187_n0800_phi136_seed1.csv
rich0188_n0801_phi149,0.801,14.90,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0188_n0801_phi149_seed0.csv
rich0188_n0801_phi149,0.801,14.90,1,1,32.2,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0188_n0801_phi149_seed1.csv
rich0189_n0803_phi204,0.803,20.43,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0189_n0803_phi204_seed0.csv
rich0189_n0803_phi204,0.803,20.43,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0189_n0803_phi204_seed1.csv
rich0190_n0804_phi168,0.804,16.78,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0190_n0804_phi168_seed0.csv
rich0190_n0804_phi168,0.804,16.78,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0190_n0804_phi168_seed1.csv
rich0191_n0805_phi214,0.805,21.41,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0191_n0805_phi214_seed0.csv
rich0191_n0805_phi214,0.805,21.41,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0191_n0805_phi214_seed1.csv
rich0192_n0807_phi158,0.807,15.76,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0192_n0807_phi158_seed0.csv
rich0192_n0807_phi158,0.807,15.76,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0192_n0807_phi158_seed1.csv
rich0193_n0809_phi264,0.809,26.43,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0193_n0809_phi264_seed0.csv
rich0193_n0809_phi264,0.809,26.43,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0193_n0809_phi264_seed1.csv
rich0194_n0809_phi229,0.809,22.90,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0194_n0809_phi229_seed0.csv
rich0195_n0811_phi266,0.811,26.63,0,0,17.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0195_n0811_phi266_seed0.csv
rich0194_n0809_phi229,0.809,22.90,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0194_n0809_phi229_seed1.csv
rich0195_n0811_phi266,0.811,26.63,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0195_n0811_phi266_seed1.csv
rich0196_n0812_phi135,0.812,13.47,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0196_n0812_phi135_seed0.csv
rich0196_n0812_phi135,0.812,13.47,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0196_n0812_phi135_seed1.csv
rich0197_n0814_phi180,0.814,18.00,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0197_n0814_phi180_seed0.csv
rich0197_n0814_phi180,0.814,18.00,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0197_n0814_phi180_seed1.csv
rich0198_n0815_phi122,0.815,12.23,0,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0198_n0815_phi122_seed0.csv
rich0198_n0815_phi122,0.815,12.23,1,1,32.2,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0198_n0815_phi122_seed1.csv
rich0199_n0816_phi161,0.816,16.08,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0199_n0816_phi161_seed0.csv
rich0199_n0816_phi161,0.816,16.08,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0199_n0816_phi161_seed1.csv
rich0200_n0817_phi259,0.817,25.91,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0200_n0817_phi259_seed0.csv
rich0200_n0817_phi259,0.817,25.91,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0200_n0817_phi259_seed1.csv
rich0201_n0818_phi171,0.818,17.14,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0201_n0818_phi171_seed0.csv
rich0201_n0818_phi171,0.818,17.14,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0201_n0818_phi171_seed1.csv
rich0202_n0820_phi183,0.820,18.31,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0202_n0820_phi183_seed0.csv
rich0202_n0820_phi183,0.820,18.31,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0202_n0820_phi183_seed1.csv
rich0203_n0821_phi165,0.821,16.48,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0203_n0821_phi165_seed0.csv
rich0203_n0821_phi165,0.821,16.48,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0203_n0821_phi165_seed1.csv
rich0204_n0822_phi178,0.822,17.83,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0204_n0822_phi178_seed0.csv
rich0204_n0822_phi178,0.822,17.83,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0204_n0822_phi178_seed1.csv
rich0205_n0824_phi193,0.824,19.27,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0205_n0824_phi193_seed0.csv
rich0205_n0824_phi193,0.824,19.27,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0205_n0824_phi193_seed1.csv
rich0206_n0826_phi273,0.826,27.32,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0206_n0826_phi273_seed0.csv
rich0206_n0826_phi273,0.826,27.32,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0206_n0826_phi273_seed1.csv
rich0207_n0826_phi134,0.826,13.37,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0207_n0826_phi134_seed0.csv
rich0207_n0826_phi134,0.826,13.37,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0207_n0826_phi134_seed1.csv
rich0208_n0828_phi134,0.828,13.40,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0208_n0828_phi134_seed0.csv
rich0208_n0828_phi134,0.828,13.40,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0208_n0828_phi134_seed1.csv
rich0209_n0829_phi157,0.829,15.70,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0209_n0829_phi157_seed0.csv
rich0209_n0829_phi157,0.829,15.70,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0209_n0829_phi157_seed1.csv
rich0210_n0831_phi248,0.831,24.79,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0210_n0831_phi248_seed0.csv
rich0210_n0831_phi248,0.831,24.79,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0210_n0831_phi248_seed1.csv
